Test Type,Port Number / Nameserver,Result of Test
Port Egress,1360,open
Port Egress,1361,open
Port Egress,1362,open
Port Egress,1364,open
Port Egress,1363,open
Port Egress,1365,open
Port Egress,1366,open
Port Egress,1367,open
Port Egress,1368,open
Port Egress,1369,open
Port Egress,1371,open
Port Egress,1370,open
Port Egress,1372,open
Port Egress,1373,open
Port Egress,1374,open
Port Egress,1375,open
Port Egress,1376,open
Port Egress,1377,open
Port Egress,1378,open
Port Egress,1379,open
Port Egress,1380,open
Port Egress,1381,open
Port Egress,1382,open
Port Egress,1383,open
Port Egress,1384,open
Port Egress,1385,open
Port Egress,1386,open
Port Egress,1387,open
Port Egress,1388,open
Port Egress,1389,open
Port Egress,1390,open
Port Egress,1391,open
Port Egress,1392,open
Port Egress,1393,open
Port Egress,1394,open
Port Egress,1395,open
Port Egress,1396,open
Port Egress,1397,open
Port Egress,1398,open
Port Egress,1399,open
Port Egress,1400,open
Port Egress,1401,open
Port Egress,1402,open
Port Egress,1403,open
Port Egress,1404,open
Port Egress,1405,open
Port Egress,1406,open
Port Egress,1407,open
Port Egress,1408,open
Port Egress,1409,open
Port Egress,1410,open
Port Egress,1411,open
Port Egress,1412,open
Port Egress,1413,open
Port Egress,1414,open
Port Egress,1415,open
Port Egress,1416,open
Port Egress,1418,open
Port Egress,1417,open
Port Egress,1419,open
Port Egress,1421,open
Port Egress,1420,open
Port Egress,1422,open
Port Egress,1423,open
Port Egress,1424,open
Port Egress,1425,open
Port Egress,1426,open
Port Egress,1427,open
Port Egress,1428,open
Port Egress,1429,open
Port Egress,1430,open
Port Egress,1431,open
Port Egress,1432,open
Port Egress,1433,open
Port Egress,1434,open
Port Egress,1435,open
Port Egress,1438,open
Port Egress,1437,open
Port Egress,1436,open
Port Egress,1439,open
Port Egress,1440,open
Port Egress,1441,open
Port Egress,1443,open
Port Egress,1442,open
Port Egress,1444,open
Port Egress,1445,open
Port Egress,1446,open
Port Egress,1447,open
Port Egress,1448,open
Port Egress,1449,open
Port Egress,1450,open
Port Egress,1452,open
Port Egress,1451,open
Port Egress,1453,open
Port Egress,1454,open
Port Egress,1455,open
Port Egress,1456,open
Port Egress,1457,open
Port Egress,1458,open
Port Egress,1459,open
Port Egress,1461,open
Port Egress,1460,open
Port Egress,1462,open
Port Egress,1463,open
Port Egress,1464,open
Port Egress,1465,open
Port Egress,1466,open
Port Egress,1467,open
Port Egress,1468,open
Port Egress,1469,open
Port Egress,1470,open
Port Egress,1471,open
Port Egress,1472,open
Port Egress,1473,open
Port Egress,1474,open
Port Egress,1475,open
Port Egress,1476,open
Port Egress,1477,open
Port Egress,1478,open
Port Egress,1479,open
Port Egress,1480,open
Port Egress,1481,open
Port Egress,1482,open
Port Egress,1483,open
Port Egress,1484,open
Port Egress,1485,open
Port Egress,1486,open
Port Egress,1487,open
Port Egress,1488,open
Port Egress,1489,open
Port Egress,1490,open
Port Egress,1491,open
Port Egress,1492,open
Port Egress,1493,open
Port Egress,1494,open
Port Egress,1495,open
Port Egress,1496,open
Port Egress,1497,open
Port Egress,1498,open
Port Egress,1499,open
Port Egress,1500,open
Port Egress,1501,open
Port Egress,1502,open
Port Egress,1503,open
Port Egress,1504,open
Port Egress,1505,open
Port Egress,1506,open
Port Egress,1507,open
Port Egress,1508,open
Port Egress,1509,open
Port Egress,1510,open
Port Egress,1512,open
Port Egress,1511,open
Port Egress,1513,open
Port Egress,1514,open
Port Egress,1515,open
Port Egress,1516,open
Port Egress,1517,open
Port Egress,1518,open
Port Egress,1519,open
Port Egress,1520,open
Port Egress,1521,open
Port Egress,1522,open
Port Egress,1523,open
Port Egress,1525,open
Port Egress,1524,open
Port Egress,1526,open
Port Egress,1527,open
Port Egress,1528,open
Port Egress,1529,open
Port Egress,1530,open
Port Egress,1531,open
Port Egress,1532,open
Port Egress,1533,open
Port Egress,1534,open
Port Egress,1535,open
Port Egress,1536,open
Port Egress,1537,open
Port Egress,1538,open
Port Egress,1540,open
Port Egress,1539,open
Port Egress,1542,open
Port Egress,1541,open
Port Egress,1543,open
Port Egress,1544,open
Port Egress,1545,open
Port Egress,1546,open
Port Egress,1547,open
Port Egress,1548,open
Port Egress,1549,open
Port Egress,1550,open
Port Egress,1551,open
Port Egress,1552,open
Port Egress,1553,open
Port Egress,1555,open
Port Egress,1554,open
Port Egress,1556,open
Port Egress,1557,open
Port Egress,1558,open
Port Egress,1559,open
Port Egress,1560,open
Port Egress,1561,open
Port Egress,1562,open
Port Egress,1563,open
Port Egress,1564,open
Port Egress,1565,open
Port Egress,1567,open
Port Egress,1566,open
Port Egress,1568,open
Port Egress,1569,open
Port Egress,1570,open
Port Egress,1571,open
Port Egress,1573,open
Port Egress,1572,open
Port Egress,1575,open
Port Egress,1574,open
Port Egress,1576,open
Port Egress,1577,open
Port Egress,1578,open
Port Egress,1579,open
Port Egress,1580,open
Port Egress,1581,open
Port Egress,1582,open
Port Egress,1583,open
Port Egress,1584,open
Port Egress,1585,open
Port Egress,1586,open
Port Egress,1587,open
Port Egress,1588,open
Port Egress,1589,open
Port Egress,1590,open
Port Egress,1591,open
Port Egress,1593,open
Port Egress,1592,open
Port Egress,1594,open
Port Egress,1596,open
Port Egress,1595,open
Port Egress,1597,open
Port Egress,1598,open
Port Egress,1599,open
Port Egress,1600,open
Port Egress,1601,open
Port Egress,1602,open
Port Egress,1603,open
Port Egress,1604,open
Port Egress,1605,open
Port Egress,1606,open
Port Egress,1607,open
Port Egress,1608,open
Port Egress,1609,open
Port Egress,1610,open
Port Egress,1611,open
Port Egress,1612,open
Port Egress,1613,open
Port Egress,1614,open
Port Egress,1615,open
Port Egress,1617,open
Port Egress,1616,open
Port Egress,1618,open
Port Egress,1619,open
Port Egress,1620,open
Port Egress,1621,open
Port Egress,1622,open
Port Egress,1623,open
Port Egress,1625,open
Port Egress,1624,open
Port Egress,1626,open
Port Egress,1627,open
Port Egress,1628,open
Port Egress,1629,open
Port Egress,1631,open
Port Egress,1630,open
Port Egress,1632,open
Port Egress,1633,open
Port Egress,1634,open
Port Egress,1635,open
Port Egress,1636,open
Port Egress,1638,open
Port Egress,1637,open
Port Egress,1639,open
Port Egress,1640,open
Port Egress,1641,open
Port Egress,1642,open
Port Egress,1643,open
Port Egress,1644,open
Port Egress,1645,open
Port Egress,1647,open
Port Egress,1646,open
Port Egress,1648,open
Port Egress,1649,open
Port Egress,1650,open
Port Egress,1651,open
Port Egress,1652,open
Port Egress,1653,open
Port Egress,1654,open
Port Egress,1655,open
Port Egress,1656,open
Port Egress,1658,open
Port Egress,1657,open
Port Egress,1660,open
Port Egress,1659,open
Port Egress,1661,open
Port Egress,1662,open
Port Egress,1663,open
Port Egress,1664,open
Port Egress,1665,open
Port Egress,1666,open
Port Egress,1667,open
Port Egress,1668,open
Port Egress,1669,open
Port Egress,1670,open
Port Egress,1671,open
Port Egress,1672,open
Port Egress,1673,open
Port Egress,1674,open
Port Egress,1675,open
Port Egress,1676,open
Port Egress,1677,open
Port Egress,1678,open
Port Egress,1679,open
Port Egress,1680,open
Port Egress,1681,open
Port Egress,1682,open
Port Egress,1683,open
Port Egress,1684,open
Port Egress,1685,open
Port Egress,1686,open
Port Egress,1688,open
Port Egress,1687,open
Port Egress,1690,open
Port Egress,1691,open
Port Egress,1689,open
Port Egress,1692,open
Port Egress,1693,open
Port Egress,1694,open
Port Egress,1695,open
Port Egress,1696,open
Port Egress,1697,open
Port Egress,1698,open
Port Egress,1699,open
Port Egress,1700,open
Port Egress,1701,open
Port Egress,1702,open
Port Egress,1703,open
Port Egress,1704,open
Port Egress,1705,open
Port Egress,1706,open
Port Egress,1707,open
Port Egress,1708,open
Port Egress,1709,open
Port Egress,1710,open
Port Egress,1711,open
Port Egress,1712,open
Port Egress,1713,open
Port Egress,1714,open
Port Egress,1715,open
Port Egress,1716,open
Port Egress,1717,open
Port Egress,1718,open
Port Egress,1719,open
Port Egress,1720,open
Port Egress,1721,open
Port Egress,1722,open
Port Egress,1723,open
Port Egress,1724,open
Port Egress,1725,open
Port Egress,1726,open
Port Egress,1727,open
Port Egress,1728,open
Port Egress,1729,open
Port Egress,1730,open
Port Egress,1731,open
Port Egress,1732,open
Port Egress,1733,open
Port Egress,1734,open
Port Egress,1735,open
Port Egress,1736,open
Port Egress,1737,open
Port Egress,1738,open
Port Egress,1739,open
Port Egress,1740,open
Port Egress,1741,open
Port Egress,1742,open
Port Egress,1743,open
Port Egress,1744,open
Port Egress,1745,open
Port Egress,1746,open
Port Egress,1747,open
Port Egress,1748,open
Port Egress,1749,open
Port Egress,1750,open
Port Egress,1751,open
Port Egress,1753,open
Port Egress,1752,open
Port Egress,1754,open
Port Egress,1755,open
Port Egress,1756,open
Port Egress,1758,open
Port Egress,1757,open
Port Egress,1759,open
Port Egress,1760,open
Port Egress,1761,open
Port Egress,1762,open
Port Egress,1763,open
Port Egress,1764,open
Port Egress,1766,open
Port Egress,1767,open
Port Egress,1765,open
Port Egress,1768,open
Port Egress,1769,open
Port Egress,1770,open
Port Egress,1771,open
Port Egress,1772,open
Port Egress,1774,open
Port Egress,1773,open
Port Egress,1775,open
Port Egress,1776,open
Port Egress,1777,open
Port Egress,1780,open
Port Egress,1778,open
Port Egress,1781,open
Port Egress,1779,open
Port Egress,1782,open
Port Egress,1783,open
Port Egress,1784,open
Port Egress,1786,open
Port Egress,1785,open
Port Egress,1787,open
Port Egress,1788,open
Port Egress,1789,open
Port Egress,1790,open
Port Egress,1791,open
Port Egress,1792,open
Port Egress,1793,open
Port Egress,1794,open
Port Egress,1795,open
Port Egress,1796,open
Port Egress,1798,open
Port Egress,1797,open
Port Egress,1799,open
Port Egress,1800,open
Port Egress,1801,open
Port Egress,1802,open
Port Egress,1803,open
Port Egress,1804,open
Port Egress,1805,open
Port Egress,1806,open
Port Egress,1807,open
Port Egress,1808,open
Port Egress,1809,open
Port Egress,1810,open
Port Egress,1811,open
Port Egress,1812,open
Port Egress,1813,open
Port Egress,1815,open
Port Egress,1814,open
Port Egress,1816,open
Port Egress,1817,open
Port Egress,1818,open
Port Egress,1819,open
Port Egress,1820,open
Port Egress,1821,open
Port Egress,1822,open
Port Egress,1823,open
Port Egress,1824,open
Port Egress,1825,open
Port Egress,1826,open
Port Egress,1827,open
Port Egress,1828,open
Port Egress,1829,open
Port Egress,1830,open
Port Egress,1831,open
Port Egress,1832,open
Port Egress,1833,open
Port Egress,1834,open
Port Egress,1835,open
Port Egress,1836,open
Port Egress,1837,open
Port Egress,1838,open
Port Egress,1839,open
Port Egress,1840,open
Port Egress,1841,open
Port Egress,1842,open
Port Egress,1843,open
Port Egress,1844,open
Port Egress,1845,open
Port Egress,1846,open
Port Egress,1847,open
Port Egress,1849,open
Port Egress,1848,open
Port Egress,1850,open
Port Egress,1851,open
Port Egress,1852,open
Port Egress,1853,open
Port Egress,1854,open
Port Egress,1855,open
Port Egress,1856,open
Port Egress,1857,open
Port Egress,1858,open
Port Egress,1859,open
Port Egress,1860,open
Port Egress,1862,open
Port Egress,1861,open
Port Egress,1863,open
Port Egress,1864,open
Port Egress,1865,open
Port Egress,1866,open
Port Egress,1867,open
Port Egress,1868,open
Port Egress,1870,open
Port Egress,1869,open
Port Egress,1872,open
Port Egress,1871,open
Port Egress,1873,open
Port Egress,1874,open
Port Egress,1875,open
Port Egress,1876,open
Port Egress,1877,open
Port Egress,1878,open
Port Egress,1879,open
Port Egress,1880,open
Port Egress,1881,open
Port Egress,1882,open
Port Egress,1883,open
Port Egress,1884,open
Port Egress,1885,open
Port Egress,1886,open
Port Egress,1887,open
Port Egress,1888,open
Port Egress,1889,open
Port Egress,1890,open
Port Egress,1891,open
Port Egress,1892,open
Port Egress,1893,open
Port Egress,1894,open
Port Egress,1895,open
Port Egress,1896,open
Port Egress,1897,open
Port Egress,1898,open
Port Egress,1899,open
Port Egress,1900,open
Port Egress,1901,open
Port Egress,1902,open
Port Egress,1903,open
Port Egress,1904,open
Port Egress,1905,open
Port Egress,1906,open
Port Egress,1907,open
Port Egress,1908,open
Port Egress,1909,open
Port Egress,1910,open
Port Egress,1911,open
Port Egress,1912,open
Port Egress,1913,open
Port Egress,1915,open
Port Egress,1914,open
Port Egress,1916,open
Port Egress,1917,open
Port Egress,1918,open
Port Egress,1919,open
Port Egress,1920,open
Port Egress,1921,open
Port Egress,1922,open
Port Egress,1923,open
Port Egress,1924,open
Port Egress,1925,open
Port Egress,1926,open
Port Egress,1927,open
Port Egress,1928,open
Port Egress,1930,open
Port Egress,1929,open
Port Egress,1931,open
Port Egress,1932,open
Port Egress,1933,open
Port Egress,1934,open
Port Egress,1935,open
Port Egress,1936,open
Port Egress,1937,open
Port Egress,1938,open
Port Egress,1939,open
Port Egress,1940,open
Port Egress,1942,open
Port Egress,1941,open
Port Egress,1943,open
Port Egress,1944,open
Port Egress,1945,open
Port Egress,1946,open
Port Egress,1947,open
Port Egress,1948,open
Port Egress,1949,open
Port Egress,1950,open
Port Egress,1951,open
Port Egress,1952,open
Port Egress,1953,open
Port Egress,1954,open
Port Egress,1955,open
Port Egress,1956,open
Port Egress,1957,open
Port Egress,1958,open
Port Egress,1959,open
Port Egress,1960,open
Port Egress,1961,open
Port Egress,1962,open
Port Egress,1963,open
Port Egress,1964,open
Port Egress,1965,open
Port Egress,1966,open
Port Egress,1967,open
Port Egress,1968,open
Port Egress,1969,open
Port Egress,1970,open
Port Egress,1971,open
Port Egress,1973,open
Port Egress,1972,open
Port Egress,1974,open
Port Egress,1975,open
Port Egress,1976,open
Port Egress,1977,open
Port Egress,1978,open
Port Egress,1979,open
Port Egress,1980,open
Port Egress,1981,open
Port Egress,1982,open
Port Egress,1983,open
Port Egress,1984,open
Port Egress,1985,open
Port Egress,1986,open
Port Egress,1987,open
Port Egress,1988,open
Port Egress,1990,open
Port Egress,1989,open
Port Egress,1991,open
Port Egress,1992,open
Port Egress,1993,open
Port Egress,1994,open
Port Egress,1995,open
Port Egress,1996,open
Port Egress,1997,open
Port Egress,1998,open
Port Egress,1999,open
Port Egress,2000,open
Port Egress,2001,open
Port Egress,2002,open
Port Egress,2003,open
Port Egress,2004,open
Port Egress,2005,open
Port Egress,2006,open
Port Egress,2007,open
Port Egress,2008,open
Port Egress,2009,open
Port Egress,2010,open
Port Egress,2011,open
Port Egress,2012,open
Port Egress,2013,open
Port Egress,2014,open
Port Egress,2015,open
Port Egress,2016,open
Port Egress,2017,open
Port Egress,2018,open
Port Egress,2019,open
Port Egress,2020,open
Port Egress,2021,open
Port Egress,2022,open
Port Egress,2023,open
Port Egress,2024,open
Port Egress,2025,open
Port Egress,2026,open
Port Egress,2027,open
Port Egress,2028,open
Port Egress,2029,open
Port Egress,2030,open
Port Egress,2031,open
Port Egress,2032,open
Port Egress,2033,open
Port Egress,2034,open
Port Egress,2035,open
Port Egress,2036,open
Port Egress,2037,open
Port Egress,2038,open
Port Egress,2039,open
Port Egress,2040,open
Port Egress,2041,open
Port Egress,2042,open
Port Egress,2043,open
Port Egress,2044,open
Port Egress,2045,open
Port Egress,2046,open
Port Egress,2047,open
Port Egress,2048,open
Port Egress,2049,open
Port Egress,2050,open
Port Egress,2051,open
Port Egress,2052,open
Port Egress,2053,open
Port Egress,2054,open
Port Egress,2055,open
Port Egress,2056,open
Port Egress,2057,open
Port Egress,2058,open
Port Egress,2059,open
Port Egress,2060,open
Port Egress,2061,open
Port Egress,2062,open
Port Egress,2063,open
Port Egress,2064,open
Port Egress,2065,open
Port Egress,2066,open
Port Egress,2067,open
Port Egress,2068,open
Port Egress,2069,open
Port Egress,2070,open
Port Egress,2071,open
Port Egress,2072,open
Port Egress,2073,open
Port Egress,2074,open
Port Egress,2075,open
Port Egress,2076,open
Port Egress,2077,open
Port Egress,2078,open
Port Egress,2079,open
Port Egress,2080,open
Port Egress,2081,open
Port Egress,2082,open
Port Egress,2083,open
Port Egress,2084,open
Port Egress,2085,open
Port Egress,2086,open
Port Egress,2087,open
Port Egress,2088,open
Port Egress,2089,open
Port Egress,2090,open
Port Egress,2091,open
Port Egress,2092,open
Port Egress,2093,open
Port Egress,2094,open
Port Egress,2095,open
Port Egress,2096,open
Port Egress,2097,open
Port Egress,2098,open
Port Egress,2099,open
Port Egress,2100,open
Port Egress,2101,open
